Brand,Phone_Model,Name,Price,Original_Price,Discount,Rating,RAM_GB,ROM_GB,Display_Size_inch,Display_Type,RearCam,FrontCam,Battery_mAh,Processor,Warranty_Years,Specs
Motorola,Motorola g52,"Motorola g52 (Charcoal Grey, 64 GB)",10999,17740.32,38%,4.1,4,64,6.6,HD+,50MP + 8MP + 2MP,16MP,5000, Qualcomm Snapdragon 680 Processor,1,4 GB RAM | 64 GB ROM; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 8MP + 2MP | 16MP Front Camera; 5000 mAh Lithium Battery; Qualcomm Snapdragon 680 Processor; 1 Year on Handset and 6 Months on Accessories
Samsung,Samsung Galaxy A14,"Samsung Galaxy A14 (Light Green, 128 GB)",10999,18331.67,40%,3.9,4,128,6.6,HD+,50MP + 5MP + 2MP,13MP,5000, Octa Core Processor,1,"4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 5MP + 2MP | 13MP Front Camera; 5000 mAh Battery; Exynos 850, Octa Core Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories"
Redmi,REDMI 12 5G,"REDMI 12 5G (Jade Black, 128 GB)",11950,17835.82,33%,4.3,6,128,6.79,HD+,50MP + 2MP,8MP,5000, Snapdragon 4 Gen 2 Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.25 cm (6.79 inch) Full HD+ Display; 50MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Snapdragon 4 Gen 2 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Unknown,Ai+ Nova 5G,"Ai+ Nova 5G (Purple, 128 GB)",8999,10974.39,18%,4,6,128,6.745,HD+,50MP Rear Camera,5MP,5000, T8200 Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.13 cm (6.745 inch) HD+ Display; 50MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; T8200 Processor; 1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories
Apple,Apple iPhone 16e,"Apple iPhone 16e (Black, 128 GB)",49853.5,59673.91,8%,4.5,8,128,6.52,Retina,48MP Rear Camera,12MP,5160, 6 Core Processor,1,"128 GB ROM; 15.49 cm (6.1 inch) Super Retina XDR Display; 48MP Rear Camera | 12MP Front Camera; A18 Chip, 6 Core Processor; 1 year warranty for phone and 1 year warranty for in Box Accessories."
Oppo,OPPO K13 Turbo 5G,"OPPO K13 Turbo 5G (Midnight Maverick, 128 GB)",27999,33733.73,17%,4.7,8,128,6.8,HD+,50MP + 2MP,16MP,7000, Dimensity 8450 Processor,1,8 GB RAM | 128 GB ROM; 17.27 cm (6.8 inch) Full HD+ Display; 50MP + 2MP | 16MP Front Camera; 7000 mAh Battery; Dimensity 8450 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Oppo,OPPO K13 Turbo Pro 5G,"OPPO K13 Turbo Pro 5G (Purple Phantom, 256 GB)",37999,41757.14,9%,4,8,256,6.8,HD+,50MP + 2MP,16MP,7000, 8s Gen 4 Mobile Platform Processor,1,8 GB RAM | 256 GB ROM; 17.27 cm (6.8 inch) Full HD+ Display; 50MP + 2MP | 16MP Front Camera; 7000 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Infinix,Infinix Note 50s,"Infinix Note 50s (Enchanted Purple, 128 MB)",15999,19998.75,20%,4.306763285,8,128,6.78,HD+,Not Specified,Not Specified,5500,Not Specified,1,8 GB RAM | 128 MB ROM; 17.22 cm (6.78 inch) Display; 50MP Rear Camera; 5500 mAh Battery; 1
Realme,realme 15 Pro 5G,"realme 15 Pro 5G (Flowing Silver, 512 GB)",38999,42856.04,9%,4.3,12,448,6.8,HD+,50MP + 50MP,50MP,7000, Snapdragon 7 Gen 4 Processor,1,12 GB RAM | 512 GB ROM; 17.27 cm (6.8 inch) Display; 50MP + 50MP | 50MP Front Camera; 7000 mAh Battery; Snapdragon 7 Gen 4 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Oppo,OPPO Reno14 5G,"OPPO Reno14 5G (Mint Green, 256 GB)",37999,42695.51,11%,4.4,8,256,6.59,HD+,50MP + 8MP + 50MP,50MP,6000, Dimensity 8350 Processor,1,8 GB RAM | 256 GB ROM; 16.74 cm (6.59 inch) Display; 50MP + 8MP + 50MP | 50MP Front Camera; 6000 mAh Battery; Dimensity 8350 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Oppo,OPPO K13 Turbo Pro 5G,"OPPO K13 Turbo Pro 5G (Purple Phantom, 256 GB)",39999,44942.7,11%,4.4,12,256,6.8,HD+,50MP + 2MP,16MP,7000, 8s Gen 4 Mobile Platform Processor,1,12 GB RAM | 256 GB ROM; 17.27 cm (6.8 inch) Full HD+ Display; 50MP + 2MP | 16MP Front Camera; 7000 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Realme,realme P3 Pro 5G,"realme P3 Pro 5G (Nebula Glow, 256 GB)",20999,30880.88,32%,4.4,8,256,6.83,HD+,50MP + 2MP,16MP,6000, 7s Gen 3 Mobile Platform Processor,1,8 GB RAM | 256 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 2MP | 16MP Front Camera; 6000 mAh Battery; 7s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Samsung,Samsung Galaxy A14 5G,"Samsung Galaxy A14 5G (Light Green, 128 GB)",13799,20907.58,34%,4.2,6,128,6.6,HD+,50MP + 2MP + 2MP,13MP,5000, Exynos 1330 Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 2MP + 2MP | 13MP Front Camera; 5000 mAh Lithium Ion Battery; Exynos 1330 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
Apple,Apple iPhone 12,"Apple iPhone 12 (Black, 128 GB)",49853.5,54900,0%,4.6,8,128,6.52,Retina,12MP + 12MP,12MP,5160, A14 Bionic Chip with Next Generation Neural Engine Processor,1,"128 GB ROM; 15.49 cm (6.1 inch) Super Retina XDR Display; 12MP + 12MP | 12MP Front Camera; A14 Bionic Chip with Next Generation Neural Engine Processor; Ceramic Shield; Industry-leading IP68 Water Resistance; All Screen OLED Display; 12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording; 1 year warranty for phone and 1 year warranty for in Box Accessories."
Realme,realme 15 Pro 5G,"realme 15 Pro 5G (Flowing Silver, 256 GB)",35999,39998.89,10%,4.3,12,256,6.8,HD+,50MP + 50MP,50MP,7000, Snapdragon 7 Gen 4 Processor,1,12 GB RAM | 256 GB ROM; 17.27 cm (6.8 inch) Display; 50MP + 50MP | 50MP Front Camera; 7000 mAh Battery; Snapdragon 7 Gen 4 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Gionee,GIONEE Max,"GIONEE Max (Royal Blue, 32 GB)",7990,7990,0%,4,2,32,6.52,HD+,13MP + Digital Camera,5MP,5000, Octa Core Processor,1,"2 GB RAM | 32 GB ROM | Expandable Upto 256 GB; 15.49 cm (6.1 inch) HD+ Display; 13MP + Digital Camera | 5MP Front Camera; 5000 mAh Lithium-ion Polymer Battery; Octa Core Processor; One Year for Handset, 6 Months for Accessories"
Realme,realme C65 5G,"realme C65 5G (Feather Green, 64 GB)",10499,13998.67,25%,4.2,4,64,6.67,HD+,50MP Rear Camera,8MP,5000, Dimensity 6300 Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) HD+ Display; 50MP Rear Camera | 8MP Front Camera; 5000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Realme,realme C73 5G,"realme C73 5G (Jade Green, 128 GB)",11499,13854.22,17%,4.3,4,128,6.67,HD+,32MP Rear Camera,8MP,6000, Dimensity 6300 Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) HD+ Display; 32MP Rear Camera | 8MP Front Camera; 6000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Micromax,Micromax Spark 4G,"Micromax Spark 4G (Black, 8 GB)",4499,4499,0%,4,1,8,6.52,HD+,5MP Rear Camera,2MP,3500,0GHz Quadcore MTK6735M Processor,1,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB; 12.7 cm (5 inch) Display; 5MP Rear Camera | 2MP Front Camera; 2200 mAh Battery; 1.0GHz Quadcore MTK6735M Processor; Brand Warranty of 1 Year
Redmi,REDMI Go,"REDMI Go (Blue, 8 GB)",4499,5998.67,25%,3.9,1,8,6.52,HD+,Not Specified,Not Specified,3500,Not Specified,1,1 GB RAM | 8 GB ROM; 12.7 cm (5 inch) Display; 8MP Rear Camera; 3000 mAh Battery; Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Itel,itel P55T,"itel P55T (Astral Gold, 128 GB)",6899,11894.83,42%,4.3,4,128,6.56,HD+,50MP Rear Camera,8MP,6000,Not Specified,1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.66 cm (6.56 inch) Display; 50MP Rear Camera | 8MP Front Camera; 6000 mAh Battery; 1 Year Manufacturer Warranty
Itel,itel P40,"itel P40 (Force Black, 32 GB)",6290,8859.15,29%,4.1,3,32,6.6,HD+,Not Specified,Not Specified,6000,Not Specified,1,"3 GB RAM | 32 GB ROM; 16.76 cm (6.6 inch) Display; 13MP Rear Camera; 6000 mAh Battery; One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device & 6 Months on Accessories"
Micromax,Micromax IN 2C,"Micromax IN 2C (Brown, 32 GB)",5999,9373.44,36%,4,3,32,6.52,HD+,8MP Rear Camera,5MP,5000, Unisoc T610 Processor,1,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB; 16.56 cm (6.52 inch) HD+ Display; 8MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; Unisoc T610 Processor; 1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
Infinix,Infinix Note 50s,"Infinix Note 50s (Enchanted Purple, 128 MB)",11495,18844.26,39%,4.306763285,6,128,6.78,HD+,Not Specified,Not Specified,5500,Not Specified,1,6 GB RAM | 128 MB ROM; 17.22 cm (6.78 inch) Display; 50MP Rear Camera; 5500 mAh Battery; 1
Redmi,REDMI A3,"REDMI A3 (Midnight Black, 128 GB)",7090,11816.67,40%,4.1,6,128,6.71,HD+,8MP Rear Camera,5MP,5000, Mediatek Helio G36 Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.04 cm (6.71 inch) HD+ Display; 8MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; Mediatek Helio G36 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Oneplus,OnePlus Nord 5�5G,"OnePlus Nord 5�5G (Marble Sands, 256 GB)",31427,34918.89,10%,4.6,8,256,6.83,HD+,50MP + 50MP + 8MP,50MP,6800, 8s Gen 3 Mobile Platform Processor,1,8 GB RAM | 256 GB ROM; 17.35 cm (6.83 inch) Full HD+ AMOLED Display; 50MP + 50MP + 8MP | 50MP Front Camera; 6800 mAh Battery; Qualcomm® Snapdragon™ 8s Gen 3 Mobile Platform Processor; 1 Year manufacturer
Redmi,REDMI 12 5G,"REDMI 12 5G (Jade Black, 256 GB)",13689,19839.13,31%,4.2,8,256,6.79,HD+,50MP + 2MP,8MP,5000, Snapdragon 4 Gen 2 Processor,1,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB; 17.25 cm (6.79 inch) Full HD+ Display; 50MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Snapdragon 4 Gen 2 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Itel,itel A95 5G,"itel A95 5G (Clax Titanium, 128 GB)",10900,13974.36,22%,4.306763285,6,128,6.67,HD+,Not Specified,Not Specified,5000,Not Specified,1,6 GB RAM | 128 GB ROM; 16.94 cm (6.67 inch) Display; 50MP Rear Camera; 5000 mAh Battery; 1 year manufacturer Warranty
Samsung,Samsung Galaxy M15 5G,"Samsung Galaxy M15 5G (Blue Topaz, 128 GB)",11944,15925.33,25%,4.2,4,128,6.52,HD+,Not Specified,Not Specified,6000, MediaTek Processor,1,4 GB RAM | 128 GB ROM; 16.51 cm (6.5 inch) Display; 50MP Rear Camera; 6000 mAh Battery; MediaTek Processor; Domestic Warranty Of 1 Year For Handset And 6 Month For Accessories.
Realme,realme GT 7 Pro,"realme GT 7 Pro (Galaxy Grey, 512 GB)",49853.5,61487.845,29%,4.6,14,448,6.78,HD+,Not Specified,Not Specified,5800,Not Specified,1,16 GB RAM | 512 GB ROM; 17.22 cm (6.78 inch) Display; 50MP Rear Camera; 5800 mAh Battery; 1 Year
Samsung,Samsung Galaxy A15 5G,"Samsung Galaxy A15 5G (Blue, 128 GB)",15544,19928.21,22%,4.3,6,128,6.52,HD+,50MP + 5MP + 2MP,13MP,5000, Dimensity 6100+ Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.51 cm (6.5 inch) Full HD+ Display; 50MP + 5MP + 2MP | 13MP Front Camera; 5000 mAh Battery; Dimensity 6100+ Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
Realme,realme C73 5G,"realme C73 5G (Crystal Purple, 64 GB)",10499,12961.73,19%,4.3,4,64,6.67,HD+,32MP Rear Camera,8MP,6000, Dimensity 6300 Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) HD+ Display; 32MP Rear Camera | 8MP Front Camera; 6000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Poco,POCO X6 Neo 5G,"POCO X6 Neo 5G (Horizon Blue, 256 GB)",17999,21950,18%,4.2,12,256,6.67,HD+,108MP + 2MP,16MP,5000, Dimensity 6080 Processor,1,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB; 16.94 cm (6.67 inch) Full HD+ Display; 108MP + 2MP | 16MP Front Camera; 5000 mAh Battery; Dimensity 6080 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Apple,Apple iPhone 17,"Apple iPhone 17 (Black, 256 GB)",49853.5,61487.845,0%,4.306763285,8,256,6.52,Retina,48MP + 48MP,18MP,5160, 6 Core Processor Processor,1,"256 GB ROM; 16.0 cm (6.3 inch) Super Retina XDR Display; 48MP + 48MP | 18MP Front Camera; A19 Chip, 6 Core Processor Processor; Apple One (1) Year Limited Warranty"
Poco,POCO C31,"POCO C31 (Shadow Gray, 64 GB)",9499,11873.75,20%,4.3,4,64,6.53,HD+,13MP + 2MP + 2MP,5MP,5000, MediaTek Helio G35 Processor,1,"4 GB RAM | 64 GB ROM | Expandable Upto 512 GB; 16.59 cm (6.53 inch) HD+ Display; 13MP + 2MP + 2MP | 5MP Front Camera; 5000 mAh Lithium-ion Polymer Battery; MediaTek Helio G35 Processor; 1 Year Warranty for Handset, 6 Months for Accessories"
Realme,realme 15 Pro 5G,"realme 15 Pro 5G (Velvet Green, 512 GB)",38999,42856.04,9%,4.3,12,448,6.8,HD+,50MP + 50MP,50MP,7000, Snapdragon 7 Gen 4 Processor,1,12 GB RAM | 512 GB ROM; 17.27 cm (6.8 inch) Display; 50MP + 50MP | 50MP Front Camera; 7000 mAh Battery; Snapdragon 7 Gen 4 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Realme,realme C73 5G,"realme C73 5G (Jade Green, 64 GB)",10499,12961.73,19%,4.3,4,64,6.67,HD+,32MP Rear Camera,8MP,6000, Dimensity 6300 Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) HD+ Display; 32MP Rear Camera | 8MP Front Camera; 6000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Vivo,vivo V40 Pro 5G,"vivo V40 Pro 5G (Titanium Grey, 256 GB)",45999,54760.71,16%,4.4,8,256,6.78,HD+,50MP + 50MP + 50MP,50MP,5500, Dimensity 9200+ Processor,1,8 GB RAM | 256 GB ROM; 17.22 cm (6.78 inch) Full HD+ Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; Dimensity 9200+ Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories
Tecno,Tecno Pova 6 Neo 5G,"Tecno Pova 6 Neo 5G (Azure Sky, 256 GB)",13999,16866.27,17%,4.1,8,256,6.67,HD+,108MP Rear Camera,8MP,5000, Dimensity 6300 5G Processor,1,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB; 16.94 cm (6.67 inch) Display; 108MP Rear Camera | 8MP Front Camera; 5000 mAh Battery; Dimensity 6300 5G Processor; 1 Year Manufacturer Warranty for Phone
Realme,realme P3 Pro 5G,"realme P3 Pro 5G (Saturn Brown, 256 GB)",20999,30880.88,32%,4.4,8,256,6.83,HD+,50MP + 2MP,16MP,6000, 7s Gen 3 Mobile Platform Processor,1,8 GB RAM | 256 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 2MP | 16MP Front Camera; 6000 mAh Battery; 7s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Realme,realme C73 5G,"realme C73 5G (Onyx Black, 128 GB)",11499,13854.22,17%,4.3,4,128,6.67,HD+,32MP Rear Camera,8MP,6000, Dimensity 6300 Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) HD+ Display; 32MP Rear Camera | 8MP Front Camera; 6000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Lava,LAVA Z60,"LAVA Z60 (Gold, 16 GB)",6499,6499,0%,3.9,1,16,6.52,HD+,5MP Rear Camera,5MP,3500, MTK6737 Processor,2,1 GB RAM | 16 GB ROM | Expandable Upto 32 GB; 12.7 cm (5 inch) FWVGA Display; 5MP Rear Camera | 5MP Front Camera; 2500 mAh Li-ion Battery; MTK6737 Processor; Brand Warranty of 2 Year Available for Mobile and 6 Months for Accessories
Apple,Apple iPhone 17,"Apple iPhone 17 (Sage, 256 GB)",49853.5,61487.845,0%,4.306763285,8,256,6.52,Retina,48MP + 48MP,18MP,5160, 6 Core Processor Processor,1,"256 GB ROM; 16.0 cm (6.3 inch) Super Retina XDR Display; 48MP + 48MP | 18MP Front Camera; A19 Chip, 6 Core Processor Processor; Apple One (1) Year Limited Warranty"
Itel,itel P40+,"itel P40+ (Force Black, 128 GB)",8254,9944.58,17%,4,4,128,6.8,HD+,Not Specified,Not Specified,7000, Unisco T606 Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.27 cm (6.8 inch) HD+ Display; 13MP + 13MP; 7000 mAh Battery; Unisco T606 Processor; 1 Year Manufacturer Warranty
Redmi,REDMI A2+,"REDMI A2+ (Aqua Blue, 32 GB)",9999,9999,0%,4.306763285,2,32,6.52,HD+,Not Specified,Not Specified,5000,Not Specified,2,2 GB RAM | 32 GB ROM; 16.56 cm (6.52 inch) Display; 8MP Rear Camera; 5000 mAh Battery; 2 year domestic
Micromax,Micromax IN Note 1,"Micromax IN Note 1 (Green, 64 GB)",15499,15499,0%,4.1,4,64,6.67,HD+,48MP + 5MP + 2MP + 2MP,16MP,5000, Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB; 16.94 cm (6.67 inch) Full HD+ Display; 48MP + 5MP + 2MP + 2MP | 16MP Front Camera; 5000 mAh Li-Polymer Battery; MediaTek Helio G85 (MT6769V/CZ) Processor; Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Samsung,Samsung Galaxy Z Flip3 5G,"Samsung Galaxy Z Flip3 5G (Cream, 128 GB)",49853.5,61487.845,27%,4.2,8,128,6.7,HD+,12MP + 12MP,10MP,3500, Qualcomm Snapdragon 888 Octa-Core Processor,1,8 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 12MP + 12MP | 10MP Front Camera; 3300 mAh Lithium-ion Battery; Qualcomm Snapdragon 888 Octa-Core Processor; 1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-Box Accessories
Lava,LAVA Z60S,"LAVA Z60S (Black, 16 GB)",5990,5990,0%,4,1,16,6.52,HD+,5MP Rear Camera,5MP,3500,5 Quad Core Processor Processor,1,1 GB RAM | 16 GB ROM | Expandable Upto 64 GB; 12.7 cm (5 inch) HD Display; 5MP Rear Camera | 5MP Front Camera; 2500 mAh Battery; 1.5 Quad Core Processor Processor; 1 Year Warranty
Redmi,Redmi 5,"Redmi 5 (Gold, 32 GB)",9699,9998.97,3%,4.3,3,32,6.52,HD+,12MP Rear Camera,5MP,3500, Qualcomm Snapdragon 450 Processor,1,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB; 14.48 cm (5.7 inch) HD+ Display; 12MP Rear Camera | 5MP Front Camera; 3300 mAh Battery; Qualcomm Snapdragon 450 Processor; Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Unknown,Peace MINI 3,"Peace MINI 3 (Black, 32 GB)",3999,5968.66,33%,4.306763285,3,32,2.95,HD+,Not Specified,Not Specified,2000,Not Specified,0.4,3 GB RAM | 32 GB ROM; 7.49 cm (2.95 inch) Display; 8MP Rear Camera; 2000 mAh Battery; 3 Month Warranty
Vivo,vivo V40 5G,"vivo V40 5G (Ganges Blue, 256 GB)",36999,42527.59,13%,4.5,8,256,6.78,HD+,50MP + 50MP,50MP,5500, Snapdragon 7 Gen 3 Processor,1,8 GB RAM | 256 GB ROM; 17.22 cm (6.78 inch) Full HD+ Display; 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; Snapdragon 7 Gen 3 Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories
Lava,LAVA Z1,"LAVA Z1 (Denim Blue, 16 GB)",6249,6249,0%,3.9,2,16,6.52,HD+,5MP Rear Camera,5MP,3500, MediaTek Helio A20 Processor,1,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB; 12.7 cm (5 inch) FWVGA Display; 5MP Rear Camera | 5MP Front Camera; 3100 mAh Li-Polymer Battery; MediaTek Helio A20 Processor; 1 Year Handset Warranty and 6 Months Warranty on Accessories
Xolo,XOLO ERA 1X Pro,"XOLO ERA 1X Pro (Black, 16 GB)",6888,6888,0%,3.9,2,16,6.52,HD+,8MP Rear Camera,5MP,3500, Spreadtrum Processor,1,2 GB RAM | 16 GB ROM; 12.7 cm (5 inch) HD Display; 8MP Rear Camera | 5MP Front Camera; 2500 mAh Lithium Polymer Battery; Spreadtrum Processor; 1 Year Warranty
Realme,realme 15 Pro 5G,"realme 15 Pro 5G (Flowing Silver, 128 GB)",31999,35953.93,11%,4.4,8,128,6.8,HD+,50MP + 50MP,50MP,7000, Snapdragon 7 Gen 4 Processor,1,8 GB RAM | 128 GB ROM; 17.27 cm (6.8 inch) Display; 50MP + 50MP | 50MP Front Camera; 7000 mAh Battery; Snapdragon 7 Gen 4 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Samsung,Samsung Galaxy S24 FE 5G,"Samsung Galaxy S24 FE 5G (Graphite, 256 GB)",45999,61487.845,30%,4.5,8,256,6.7,HD+,50MP + 12MP,10MP,4700, Exynos 2400e Processor,1,8 GB RAM | 256 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 12MP | 10MP Front Camera; 4700 mAh Battery; Exynos 2400e Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
Vivo,vivo V50e 5G,"vivo V50e 5G (Pearl White, 128 GB)",26999,33748.75,20%,4.4,8,128,6.77,HD+,50MP + 8MP,50MP,5600, Dimensity 7300 Processor,1,8 GB RAM | 128 GB ROM; 17.2 cm (6.77 inch) Display; 50MP + 8MP | 50MP Front Camera; 5600 mAh Battery; Dimensity 7300 Processor; 1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories
Motorola,MOTOROLA Moto E4 Plus,"MOTOROLA Moto E4 Plus (Fine Gold, 32 GB)",8999,9998.89,10%,4.1,3,32,6.52,HD+,13MP Rear Camera,5MP,5000,3GHz Processor,1,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB; 13.97 cm (5.5 inch) HD Display; 13MP Rear Camera | 5MP Front Camera; 5000 mAh Li-Ion Polymer Battery; MediaTek MTK6737 1.3GHz Processor; Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Micromax,Micromax IN Note 1,"Micromax IN Note 1 (Green, 128 GB)",7499,16664.44,51%,4.1,4,128,6.67,HD+,48MP + 5MP + 2MP + 2MP,16MP,5000, Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB; 16.94 cm (6.67 inch) Full HD+ Display; 48MP + 5MP + 2MP + 2MP | 16MP Front Camera; 5000 mAh Li-Polymer Battery; MediaTek Helio G85 (MT6769V/CZ) Processor; Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Realme,realme GT7 Dream Edition 5G,"realme GT7 Dream Edition 5G (Aston Martin Green, 512 GB)",47999,59998.75,20%,4.306763285,14,448,6.78,HD+,Not Specified,Not Specified,7000,Not Specified,1,16 GB RAM | 512 GB ROM; 17.22 cm (6.78 inch) Display; 50MP Rear Camera; 7000 mAh Battery; 1 Year Warranty
Realme,realme 15 Pro 5G,"realme 15 Pro 5G (Silk Purple, 512 GB)",38999,42856.04,9%,4.3,12,448,6.8,HD+,50MP + 50MP,50MP,7000, Snapdragon 7 Gen 4 Processor,1,12 GB RAM | 512 GB ROM; 17.27 cm (6.8 inch) Display; 50MP + 50MP | 50MP Front Camera; 7000 mAh Battery; Snapdragon 7 Gen 4 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Itel,itel S23+,"itel S23+ (Lake Cyan, 256 GB)",15999,15999,0%,4.2,8,256,6.78,HD+,Not Specified,Not Specified,5000,Not Specified,2,8 GB RAM | 256 GB ROM; 17.22 cm (6.78 inch) Display; 50MP Rear Camera; 5000 mAh Battery; 2 year manufacturer Warranty
Oneplus,OnePlus Nord 4 5G,"OnePlus Nord 4 5G (Oasis Green, 128 GB)",23891,29863.75,20%,4.5,8,128,6.74,HD+,Not Specified,Not Specified,5500,Not Specified,1,8 GB RAM | 128 GB ROM; 17.12 cm (6.74 inch) Display; 50MP Rear Camera; 5500 mAh Battery; 1 Year
Redmi,Redmi 5,"Redmi 5 (Lake Blue, 64 GB)",8399,11998.57,30%,4.3,4,64,6.52,HD+,12MP Rear Camera,5MP,3500,Not Specified,1,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB; 14.48 cm (5.7 inch) HD Display; 12MP Rear Camera | 5MP Front Camera; 3300 mAh Battery; 1 Year Brand Warranty
