Brand,Phone_Model,Name,Price,Original_Price,Discount,Rating,RAM_GB,ROM_GB,Display_Size_inch,Display_Type,RearCam,FrontCam,Battery_mAh,Processor,Warranty_Years,Specs
Samsung,Samsung Galaxy F14 5G,"Samsung Galaxy F14 5G (GOAT Green, 128 GB)",13490,18479.45,27%,4.2,6,128,6.6,HD+,50MP + 2MP,13MP,6000, Octa Core Processor,1,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 2MP | 13MP Front Camera; 6000 mAh Battery; Exynos 1330, Octa Core Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories"
Infinix,Infinix Note 40X 5G,"Infinix Note 40X 5G (Palm Blue, 256 GB)",13999,21873.44,36%,4.3,12,256,6.78,HD+,108MP + 2MP + AI Lens,8MP,5000, Dimensity 6300 Processor,1,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB; 17.22 cm (6.78 inch) Full HD+ Display; 108MP + 2MP + AI Lens | 8MP Front Camera; 5000 mAh Lithium-ion Polymer Battery; Dimensity 6300 Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories
Poco,POCO M6 5G,"POCO M6 5G (Polaris Green, 128 GB)",11499,13854.22,17%,4.3,6,128,6.74,HD+,50MP Rear Camera,5MP,5000, Mediatek Dimensity 6100+ Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.12 cm (6.74 inch) HD+ Display; 50MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; Mediatek Dimensity 6100+ Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Vivo,vivo T2x 5G,"vivo T2x 5G (Marine Blue, 128 GB)",14999,20831.94,28%,4.4,8,128,6.58,HD+,50MP + 2MP,8MP,5000, Mediatek Dimensity 6020 Processor,1,8 GB RAM | 128 GB ROM; 16.71 cm (6.58 inch) Full HD+ Display; 50MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Mediatek Dimensity 6020 Processor; 1 Year of Device & 6 Months for Inbox Accessories
Samsung,Samsung Galaxy F16 5G,"Samsung Galaxy F16 5G (Bling Black, 128 GB)",12499,15821.52,21%,4.1,4,128,6.657,HD+,50MP + 5MP + 2MP,13MP,5000, Dimensity 6300 Processor,1,4 GB RAM | 128 GB ROM; 16.91 cm (6.657 inch) Full HD+ Display; 50MP + 5MP + 2MP | 13MP Front Camera; 5000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
Infinix,Infinix SMART 8,"Infinix SMART 8 (Rainbow Blue, 64 GB)",7299,8901.22,18%,4.3,4,64,6.6,HD+,50MP + AI Lens,8MP,5000, Helio G36 Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB; 16.76 cm (6.6 inch) HD+ Display; 50MP + AI Lens | 8MP Front Camera; 5000 mAh Battery; Helio G36 Processor; 1 Year on Handset and 6 Months on Accessories
Vivo,vivo T2x 5G,"vivo T2x 5G (Glimmer Black, 128 GB)",14990,20819.44,28%,4.4,8,128,6.58,HD+,50MP + 2MP,8MP,5000, Mediatek Dimensity 6020 Processor,1,8 GB RAM | 128 GB ROM; 16.71 cm (6.58 inch) Full HD+ Display; 50MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Mediatek Dimensity 6020 Processor; 1 Year of Device & 6 Months for Inbox Accessories
Poco,POCO X7 5G,"POCO X7 5G (Glacier Green, 128 GB)",16999,24998.53,32%,4.3,8,128,6.67,HD+,50MP + 8MP + 2MP,20MP,5500, Dimensity 7300 Ultra Processor,1,8 GB RAM | 128 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 8MP + 2MP | 20MP Front Camera; 5500 mAh Battery; Dimensity 7300 Ultra Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Motorola,Motorola G34 5G,"Motorola G34 5G (Ocean Green, 128 GB)",10999,13922.78,21%,4.2,4,128,6.52,HD+,50MP + 2MP,16MP,5000, Snapdragon 695 5G Processor,1,4 GB RAM | 128 GB ROM; 16.51 cm (6.5 inch) HD+ Display; 50MP + 2MP | 16MP Front Camera; 5000 mAh Battery; Snapdragon 695 5G Processor; Vegan Leather Design; 1 Year on Handset and 6 Months on Accessories
Poco,POCO M6 Pro 5G,"POCO M6 Pro 5G (Forest Green, 128 GB)",12999,16881.82,23%,4.2,6,128,6.79,HD+,50MP + 2MP,8MP,5000, Snapdragon 4 Gen 2 Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.25 cm (6.79 inch) Full HD+ Display; 50MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Snapdragon 4 Gen 2 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Motorola,Motorola Edge 50 Pro 5G with 125W Charger,"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)",27999,41789.55,33%,4.4,12,256,6.7,HD+,50MP + 13MP + 10MP,50MP,4500, 7 Gen 3 Mobile Platform Processor,1,12 GB RAM | 256 GB ROM; 17.02 cm (6.7 inch) Display; 50MP + 13MP + 10MP | 50MP Front Camera; 4500 mAh Battery; 7 Gen 3 Mobile Platform Processor; 1 Year on Handset and 6 Months on Accessories
Samsung,Samsung Galaxy A14 5G,"Samsung Galaxy A14 5G (Dark Red, 128 GB)",15999,22855.71,30%,4.1,8,128,6.6,HD+,50MP + 2MP + 2MP,13MP,5000, Exynos 1330 Processor,1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 2MP + 2MP | 13MP Front Camera; 5000 mAh Lithium Ion Battery; Exynos 1330 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
Poco,POCO M6 5G,"POCO M6 5G (Orion Blue, 128 GB)",12990,13967.74,7%,4.3,6,128,6.74,HD+,50MP Rear Camera,5MP,5000, Mediatek Dimensity 6100+ Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.12 cm (6.74 inch) HD+ Display; 50MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; Mediatek Dimensity 6100+ Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Poco,POCO C65,"POCO C65 (Pastel Blue, 128 GB)",9499,11873.75,20%,4.3,6,128,6.74,HD+,50MP + AI Lens + 2MP,8MP,5000, Helio G85 Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.12 cm (6.74 inch) HD+ Display; 50MP + AI Lens + 2MP | 8MP Front Camera; 5000 mAh Battery; Helio G85 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
Poco,POCO X6 Neo 5G,"POCO X6 Neo 5G (Horizon Blue, 128 GB)",15999,19998.75,20%,4.3,8,128,6.67,HD+,108MP + 2MP,16MP,5000, Dimensity 6080 Processor,1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.94 cm (6.67 inch) Full HD+ Display; 108MP + 2MP | 16MP Front Camera; 5000 mAh Battery; Dimensity 6080 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Poco,POCO X5 Pro 5G,"POCO X5 Pro 5G (Horizon Blue, 128 GB)",17349,25894.03,33%,4.3,6,128,6.67,HD+,108MP + 8MP + 2MP,16MP,5000, Qualcomm Snapdragon 778G Processor,1,6 GB RAM | 128 GB ROM; 16.94 cm (6.67 inch) Full HD+ Display; 108MP + 8MP + 2MP | 16MP Front Camera; 5000 mAh Battery; Qualcomm Snapdragon 778G Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
Infinix,Infinix SMART 8 HD,"Infinix SMART 8 HD (Shiny Gold, 64 GB)",6999,8973.08,22%,4.3,4,64,6.6,HD+,13MP + AI Lens,8MP,5000, T606 Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB; 16.76 cm (6.6 inch) HD+ Display; 13MP + AI Lens | 8MP Front Camera; 5000 mAh Battery; T606 Processor; 1 Year on Handset and 6 Months on Accessories
Realme,realme P1 5G,"realme P1 5G (Feather Blue, 128 GB)",14999,21737.68,31%,4.4,8,128,6.67,HD+,50MP + 2MP,16MP,5000, Dimensity 7050 Processor,1,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) Full HD+ Display; 50MP + 2MP | 16MP Front Camera; 5000 mAh Battery; Dimensity 7050 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Realme,realme P1 5G,"realme P1 5G (Phoenix Red, 128 GB)",14999,21737.68,31%,4.4,8,128,6.67,HD+,50MP + 2MP,16MP,5000, Dimensity 7050 Processor,1,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) Full HD+ Display; 50MP + 2MP | 16MP Front Camera; 5000 mAh Battery; Dimensity 7050 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Poco,POCO C55,"POCO C55 (Forest Green, 64 GB)",9499,11873.75,20%,4.2,4,64,6.71,HD+,50MP Dual Rear Camera,5MP,5000, Mediatek Helio G85 Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 17.04 cm (6.71 inch) HD+ Display; 50MP Dual Rear Camera | 5MP Front Camera; 5000 mAh Battery; Mediatek Helio G85 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Realme,realme C63,"realme C63 (Jade Green, 64 GB)",8499,9998.82,15%,4.3,4,64,6.745,HD+,50MP Rear Camera,8MP,5000, T612 Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB; 17.13 cm (6.745 inch) HD+ Display; 50MP Rear Camera | 8MP Front Camera; 5000 mAh Battery; T612 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Poco,POCO M6 Pro 5G,"POCO M6 Pro 5G (Forest Green, 64 GB)",10999,14863.51,26%,4.3,4,64,6.79,HD+,50MP + 2MP,8MP,5000, Snapdragon 4 Gen 2 Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 17.25 cm (6.79 inch) Full HD+ Display; 50MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Snapdragon 4 Gen 2 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Poco,POCO C50,"POCO C50 (Royal Blue, 32 GB)",5299,8981.36,41%,4.2,2,32,6.52,HD+,8MP Dual Camera,5MP,5000, Mediatek Helio A22 Processor,1,"2 GB RAM | 32 GB ROM | Expandable Upto 512 GB; 16.56 cm (6.52 inch) HD+ Display; 8MP Dual Camera | 5MP Front Camera; 5000 mAh Lithium Polymer Battery; Mediatek Helio A22 Processor, Upto 2.0 GHz Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
Infinix,Infinix SMART 8 HD,"Infinix SMART 8 HD (Timber Black, 64 GB)",6999,8973.08,22%,4.3,4,64,6.6,HD+,13MP + AI Lens,8MP,5000, T606 Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB; 16.76 cm (6.6 inch) HD+ Display; 13MP + AI Lens | 8MP Front Camera; 5000 mAh Battery; T606 Processor; 1 Year on Handset and 6 Months on Accessories
Oneplus,OnePlus Nord CE 2 Lite 5G,"OnePlus Nord CE 2 Lite 5G (Black Dusk, 128 GB)",18990,19989.47,5%,4.4,6,128,6.59,HD+,64MP Rear Camera,16MP,5000,Not Specified,1,6 GB RAM | 128 GB ROM; 16.74 cm (6.59 inch) Display; 64MP Rear Camera | 16MP Front Camera; 5000 mAh Battery; 12 months
Poco,POCO C55,"POCO C55 (Forest Green, 128 GB)",7999,13791.38,42%,4.2,6,128,6.71,HD+,50MP Dual Rear Camera,5MP,5000, Mediatek Helio G85 Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.04 cm (6.71 inch) HD+ Display; 50MP Dual Rear Camera | 5MP Front Camera; 5000 mAh Battery; Mediatek Helio G85 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Vivo,vivo T3x 5G,"vivo T3x 5G (Celestial Green, 128 GB)",13999,18917.57,26%,4.5,6,128,6.7165354,HD+,50MP + 2MP,8MP,6000, 6 Gen 1 Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.06 cm (6.7165354 inch) Full HD+ Display; 50MP + 2MP | 8MP Front Camera; 6000 mAh Battery; 6 Gen 1 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Infinix,Infinix SMART 8 HD,"Infinix SMART 8 HD (Crystal Green, 64 GB)",6999,8973.08,22%,4.3,4,64,6.6,HD+,13MP + AI Lens,8MP,5000, T606 Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB; 16.76 cm (6.6 inch) HD+ Display; 13MP + AI Lens | 8MP Front Camera; 5000 mAh Battery; T606 Processor; 1 Year on Handset and 6 Months on Accessories
Poco,POCO C55,"POCO C55 (Power Black, 64 GB)",9499,11873.75,20%,4.2,4,64,6.71,HD+,50MP Dual Rear Camera,5MP,5000, Mediatek Helio G85 Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 17.04 cm (6.71 inch) HD+ Display; 50MP Dual Rear Camera | 5MP Front Camera; 5000 mAh Battery; Mediatek Helio G85 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Samsung,Samsung Galaxy F14 5G,"Samsung Galaxy F14 5G (Green, 128 GB)",11990,17376.81,31%,4.2,4,128,6.6,HD+,50MP + 2MP,13MP,6000, Octa Core Processor,1,"4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 2MP | 13MP Front Camera; 6000 mAh Battery; Exynos 1330, Octa Core Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories"
Vivo,vivo T3x 5G,"vivo T3x 5G (Celestial Green, 128 GB)",15499,20393.42,24%,4.4,8,128,6.7165354,HD+,50MP + 2MP,8MP,6000, 6 Gen 1 Processor,1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.06 cm (6.7165354 inch) Full HD+ Display; 50MP + 2MP | 8MP Front Camera; 6000 mAh Battery; 6 Gen 1 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Samsung,Samsung Galaxy A14 5G,"Samsung Galaxy A14 5G (Black, 128 GB)",10999,15491.55,29%,4.2,4,128,6.6,HD+,50MP + 2MP,13MP,5000, Exynos 1330 Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Display; 50MP + 2MP | 13MP Front Camera; 5000 mAh Lithium Ion Battery; Exynos 1330 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
Google,Google Pixel 10 Pro XL,"Google Pixel 10 Pro XL (Moonstone, 256 GB)",49853.5,61487.845,0%,4.7,14,256,6.8,HD+,48MP + 48MP + 48MP,42MP,5200, Tensor G5 Processor,1,16 GB RAM | 256 GB ROM; 17.27 cm (6.8 inch) Quad HD+ Display; 48MP + 48MP + 48MP | 42MP Front Camera; 5200 mAh Battery; Tensor G5 Processor; 1 Year Domestic Warranty
Vivo,vivo T3x 5G,"vivo T3x 5G (Crimson Blss, 128 GB)",12499,17359.72,28%,4.4,4,128,6.7165354,HD+,50MP + 2MP,8MP,6000, 6 Gen 1 Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.06 cm (6.7165354 inch) Full HD+ Display; 50MP + 2MP | 8MP Front Camera; 6000 mAh Battery; 6 Gen 1 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Poco,POCO C65,"POCO C65 (Pastel Green, 256 GB)",10999,13413.41,18%,4.2,8,256,6.74,HD+,50MP + AI Lens + 2MP,8MP,5000, Helio G85 Processor,1,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB; 17.12 cm (6.74 inch) HD+ Display; 50MP + AI Lens + 2MP | 8MP Front Camera; 5000 mAh Battery; Helio G85 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
Tecno,Tecno Spark Go 1,"Tecno Spark Go 1 (Startrail Black, 64 GB)",7299,8901.22,18%,4.3,4,64,6.67,HD+,13MP Rear Camera,8MP,5000, Unisoc T61 Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 16.94 cm (6.67 inch) Display; 13MP Rear Camera | 8MP Front Camera; 5000 mAh Battery; Unisoc T61 Processor; 1 Year Manufacturer Warranty for Phone
Vivo,vivo T3x 5G,"vivo T3x 5G (Celestial Green, 128 GB)",12499,17359.72,28%,4.4,4,128,6.7165354,HD+,50MP + 2MP,8MP,6000, 6 Gen 1 Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.06 cm (6.7165354 inch) Full HD+ Display; 50MP + 2MP | 8MP Front Camera; 6000 mAh Battery; 6 Gen 1 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Samsung,Samsung Galaxy A14 5G,"Samsung Galaxy A14 5G (Black, 64 GB)",9999,18180,45%,4.2,4,64,6.6,HD+,50MP + 2MP + 2MP,13MP,5000, Exynos 1330 Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 2MP + 2MP | 13MP Front Camera; 5000 mAh Lithium Ion Battery; Exynos 1330 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
Realme,realme C75 5G,"realme C75 5G (Purple Blossom, 128 GB)",13999,16866.27,17%,4.4,6,128,6.67,HD+,32MP Rear Camera,8MP,6000, Dimensity 6300 Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) HD+ Display; 32MP Rear Camera | 8MP Front Camera; 6000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Poco,POCO M6 5G,"POCO M6 5G (Polaris Green, 128 GB)",10499,12961.73,19%,4.2,4,128,6.74,HD+,50MP Rear Camera,5MP,5000, Mediatek Dimensity 6100+ Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.12 cm (6.74 inch) HD+ Display; 50MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; Mediatek Dimensity 6100+ Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Infinix,Infinix SMART 8,"Infinix SMART 8 (Black, 64 GB)",7299,8901.22,18%,4.3,4,64,6.6,HD+,50MP + AI Lens,8MP,5000, Helio G36 Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB; 16.76 cm (6.6 inch) HD+ Display; 50MP + AI Lens | 8MP Front Camera; 5000 mAh Battery; Helio G36 Processor; 1 Year on Handset and 6 Months on Accessories
Itel,itel P55T,"itel P55T (Astral Purple, 128 GB)",7259,9943.84,27%,4.3,4,128,6.56,HD+,50MP Rear Camera,8MP,6000,Not Specified,1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.66 cm (6.56 inch) Display; 50MP Rear Camera | 8MP Front Camera; 6000 mAh Battery; 1 Year Manufacturer Warranty
Poco,POCO C65,"POCO C65 (Pastel Blue, 256 GB)",10999,13413.41,18%,4.2,8,256,6.74,HD+,50MP + AI Lens + 2MP,8MP,5000, Helio G85 Processor,1,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB; 17.12 cm (6.74 inch) HD+ Display; 50MP + AI Lens + 2MP | 8MP Front Camera; 5000 mAh Battery; Helio G85 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
Samsung,Samsung Galaxy A14 5G,"Samsung Galaxy A14 5G (Black, 128 GB)",16399,22776.39,28%,4.1,8,128,6.6,HD+,50MP + 2MP + 2MP,13MP,5000, Exynos 1330 Processor,1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 2MP + 2MP | 13MP Front Camera; 5000 mAh Lithium Ion Battery; Exynos 1330 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
Infinix,Infinix SMART 8,"Infinix SMART 8 (Timber Black, 128 GB)",8999,10974.39,18%,4.3,8,128,6.6,HD+,50MP + AI Lens,8MP,5000, Helio G36 Processor,1,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 16.76 cm (6.6 inch) HD+ Display; 50MP + AI Lens | 8MP Front Camera; 5000 mAh Battery; Helio G36 Processor; 1 Year on Handset and 6 Months on Accessories
Vivo,vivo T3x 5G,"vivo T3x 5G (Sapphire Blue, 128 GB)",13985,18898.65,26%,4.5,6,128,6.72,HD+,50MP + 2MP,8MP,6000, 6 Gen 1 Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.07 cm (6.72 inch) Full HD+ Display; 50MP + 2MP | 8MP Front Camera; 6000 mAh Battery; 6 Gen 1 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Realme,realme P2 Pro 5G,"realme P2 Pro 5G (Eagle Grey, 128 GB)",17999,25712.86,30%,4.4,8,128,6.7,HD+,50MP + 8MP,32MP,5200, 7s Gen2 Processor,1,8 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 8MP | 32MP Front Camera; 5200 mAh Battery; 7s Gen2 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Oneplus,OnePlus CE4 lite 5G Nord,"OnePlus CE4 lite 5G Nord (SUPER SILVER, 128 GB)",28545,29734.38,4%,4.306763285,8,128,6.67,HD+,Not Specified,Not Specified,5500,Not Specified,1,8 GB RAM | 128 GB ROM; 16.94 cm (6.67 inch) Display; 50MP Rear Camera; 5500 mAh Battery; 1 year
Motorola,MOTOROLA Edge 50,"MOTOROLA Edge 50 (Jungle Green, 256 GB)",20999,32810.94,36%,4.3,8,256,6.67,HD+,50MP + 13MP + 10MP,32MP,5000, Snapdragon 7 Gen 1 Accelerated Edition Processor,1,8 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 13MP + 10MP | 32MP Front Camera; 5000 mAh Battery; Snapdragon 7 Gen 1 Accelerated Edition Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories
Tecno,Tecno Pova Curve 5G,"Tecno Pova Curve 5G (Magic Silver, 128 GB)",16999,19998.82,15%,4.3,8,128,6.78,HD+,64MP Rear Camera,13MP,5500, Dimensity 7300 Ultimate Processor,1,8 GB RAM | 128 GB ROM; 17.22 cm (6.78 inch) Display; 64MP Rear Camera | 13MP Front Camera; 5500 mAh Battery; Dimensity 7300 Ultimate Processor; 1 Year Manufacturer Warranty for Handset
Redmi,REDMI 12,"REDMI 12 (Moonstone Silver, 128 GB)",8964,14940,40%,4.3,4,128,6.79,HD+,50MP + 8MP + 2MP,8MP,5000, Helio G88 Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.25 cm (6.79 inch) Full HD+ Display; 50MP + 8MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Helio G88 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
Vivo,vivo T3x 5G,"vivo T3x 5G (Sapphire Blue, 128 GB)",12499,17359.72,28%,4.4,4,128,6.72,HD+,50MP + 2MP,8MP,6000, 6 Gen 1 Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.07 cm (6.72 inch) Full HD+ Display; 50MP + 2MP | 8MP Front Camera; 6000 mAh Battery; 6 Gen 1 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Vivo,vivo T3x 5G,"vivo T3x 5G (Sapphire Blue, 128 GB)",15499,20393.42,24%,4.4,8,128,6.72,HD+,50MP + 2MP,8MP,6000, 6 Gen 1 Processor,1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.07 cm (6.72 inch) Full HD+ Display; 50MP + 2MP | 8MP Front Camera; 6000 mAh Battery; 6 Gen 1 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Realme,realme GT 6,"realme GT 6 (Fluid Silver, 256 GB)",28999,46772.58,38%,4.5,12,256,6.78,HD+,50MP + 8MP + 50MP,32MP,5500, 8s Gen 3 Mobile Platform Processor,1,12 GB RAM | 256 GB ROM; 17.22 cm (6.78 inch) Full HD+ Display; 50MP + 8MP + 50MP | 32MP Front Camera; 5500 mAh Battery; 8s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Poco,POCO C65,"POCO C65 (Matte Black, 256 GB)",10999,13413.41,18%,4.2,8,256,6.74,HD+,50MP + AI Lens + 2MP,8MP,5000, Helio G85 Processor,1,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB; 17.12 cm (6.74 inch) HD+ Display; 50MP + AI Lens + 2MP | 8MP Front Camera; 5000 mAh Battery; Helio G85 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
Poco,POCO X5 5G,"POCO X5 5G (Wildcat Blue, 128 GB)",13499,20767.69,35%,4.2,6,128,6.67,HD+,48MP + 8MP + 2MP,13MP,5000, Qualcomm Snapdragon 695 Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.94 cm (6.67 inch) Full HD+ Display; 48MP + 8MP + 2MP | 13MP Front Camera; 5000 mAh Battery; Qualcomm Snapdragon 695 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Itel,itel A70 | 5000 mAh Battery |13MP Dual Rear Camera | Type C Charging,"itel A70 | 5000 mAh Battery |13MP Dual Rear Camera | Type C Charging (Field Green, 64 GB)",6449,7246.07,11%,4.2,4,64,6.56,HD+,Not Specified,Not Specified,5000,Not Specified,1,4 GB RAM | 64 GB ROM; 16.66 cm (6.56 inch) Display; 13MP Rear Camera; 5000 mAh Battery; 1 year manufacturer Warranty
Infinix,Infinix SMART 8 HD,"Infinix SMART 8 HD (Crystal Green, 64 GB)",6699,7975,16%,4.3,3,64,6.6,HD+,13MP + AI Lens,8MP,5000, T606 Processor,1,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB; 16.76 cm (6.6 inch) HD+ Display; 13MP + AI Lens | 8MP Front Camera; 5000 mAh Battery; T606 Processor; 1 Year on Handset and 6 Months on Accessories
Poco,POCO X6 Neo 5G,"POCO X6 Neo 5G (Martian Orange, 128 GB)",15999,19998.75,20%,4.3,8,128,6.67,HD+,108MP + 2MP,16MP,5000, Dimensity 6080 Processor,1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.94 cm (6.67 inch) Full HD+ Display; 108MP + 2MP | 16MP Front Camera; 5000 mAh Battery; Dimensity 6080 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
